"customer_id","customer_name","address_line_1","city","state_province","postal_code","order_id","order_date","customer_id","order_id","product_id","quantity","product_id","product_name","product_price","total_amount","order_year_month","order_month"
369,Jeanine Lugard,"8985 Roth Crossing",New Orleans,LA ,"70174",2907,2020-01-13,369,2907,107,5,107,Dove deodorant,$3.99,$19.95,"2020-01",January 
29,Thekla Strudwick,"4088 Declaration Crossing",Phoenix,AZ ,"85030",2908,2019-06-23,29,2908,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-06",June 
108,Kaycee Farrin,"6197 Northfield Terrace",Des Moines,IA ,"50320",2909,2020-01-11,108,2909,105,1,105,Office Chair,$55.99,$55.99,"2020-01",January 
47,Farlee Mongeot,"080 Comanche Road",New York City,New York ,"10170",2910,2019-08-24,47,2910,102,1,102,Apple Laptop,$988.72,$988.72,"2019-08",August  
54,Gordon Fairnington,"5940 Shopko Center",Las Vegas,NV ,"89130",2911,2019-11-03,54,2911,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-11",November 
103,Georgie Thurston,"67 Green Ridge Plaza",Wichita,KS ,"67215",2912,2019-06-22,103,2912,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-06",June 
285,Marji Terbrug,"82 Cambridge Alley",Shawnee Mission,KS ,"66220",2913,2020-02-16,285,2913,106,7,106,Great value Juice,$1.99,$13.93,"2020-02",February 
5,Pincus d'Escoffier,"2 Florence Point",Hartford,CT ,"06183",2914,2019-12-18,5,2914,102,1,102,Apple Laptop,$988.72,$988.72,"2019-12",December 
31,Jeni Tatterton,"60 Bashford Circle",Cedar Rapids,IA ,"52405",2915,2019-06-06,31,2915,102,2,102,Apple Laptop,$988.72,"$1,977.44","2019-06",June 
382,Kain Hiland,"01 Washington Junction",Saint Louis,MO ,"63126",2916,2019-04-04,382,2916,105,1,105,Office Chair,$55.99,$55.99,"2019-04",April 
307,Thayne Kapelhof,"20793 8th Alley",Saint Paul,MN ,"55146",2917,2019-11-02,307,2917,104,1,104,Desk,$85.98,$85.98,"2019-11",November 
174,Coop Gorhardt,"3 Graceland Street",Greensboro,NC ,"27425",2918,2019-10-03,174,2918,102,1,102,Apple Laptop,$988.72,$988.72,"2019-10",October 
51,Timotheus Shorter,"7648 Hoffman Place",New York City,NY ,"10292",2919,2019-03-26,51,2919,107,1,107,Dove deodorant,$3.99,$3.99,"2019-03",March 
142,Joeann Toping,"525 Bashford Terrace",Denton,TX ,"76205",2920,2020-02-11,142,2920,106,5,106,Great value Juice,$1.99,$9.95,"2020-02",February 
77,Jamal Ridgway,"4802 Maryland Plaza",Bozeman,MT ,"59771",2921,2019-11-22,77,2921,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-11",November 
182,Kathlin Barchrameev,"5729 Hagan Court",Dallas,TX ,"75372",2922,2019-08-24,182,2922,110,2,110,Apple iPad Mini,$329.99,$659.98,"2019-08",August  
88,Koenraad Monksfield,"815 Kings Hill",Albany,NY ,"12242",2923,2019-12-24,88,2923,104,1,104,Desk,$85.98,$85.98,"2019-12",December 
23,Darbie McGonigle,"112 Vidon Road",Memphis,TN ,"38143",2924,2020-02-07,23,2924,107,6,107,Dove deodorant,$3.99,$23.94,"2020-02",February 
13,Pierson Dibben,"3 Bluejay Crossing",El Paso,TX ,"88535",2925,2020-01-23,13,2925,107,4,107,Dove deodorant,$3.99,$15.96,"2020-01",January 
231,Maren Riccelli,"43 Upham Plaza",North Port,FL ,"34290",2926,2019-03-26,231,2926,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-03",March 
348,Natividad Gowenlock,"67618 Kedzie Junction",Simi Valley,CA ,"93094",2927,2019-12-14,348,2927,104,1,104,Desk,$85.98,$85.98,"2019-12",December 
389,Lorenzo Caldwell,"168 East Avenue",Lexington,KY ,"40581",2928,2020-01-15,389,2928,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2020-01",January 
192,Adiana Veld,"5 Ramsey Avenue",Washington,DC ,"20244",2929,2020-02-17,192,2929,110,1,110,Apple iPad Mini,$329.99,$329.99,"2020-02",February 
229,Meredeth Akerman,"9 Dovetail Plaza",Hartford,CT ,"06145",2930,2019-08-25,229,2930,107,8,107,Dove deodorant,$3.99,$31.92,"2019-08",August  
20,Isac Wick,"65378 Pond Court",Redwood City,CA ,"94064",2931,2019-10-17,20,2931,103,2,103,Apple iPhone X,$694.97,"$1,389.94","2019-10",October 
303,Symon De Caville,"14 Darwin Lane",Brea,CA ,"92822",2932,2019-03-22,303,2932,104,1,104,Desk,$85.98,$85.98,"2019-03",March 
170,Cybil Couser,"95 Tennyson Park",Denton,TX ,"76210",2933,2019-11-15,170,2933,102,1,102,Apple Laptop,$988.72,$988.72,"2019-11",November 
322,Aidan Gorstidge,"7259 Farragut Trail",Salt Lake City,UT ,"84115",2934,2019-04-26,322,2934,106,5,106,Great value Juice,$1.99,$9.95,"2019-04",April 
206,Del Surgen,"88 Ridge Oak Court",Stockton,CA ,"95210",2935,2019-04-01,206,2935,106,7,106,Great value Juice,$1.99,$13.93,"2019-04",April 
152,Kory MacShirrie,"41 Grasskamp Circle",Louisville,KY ,"40220",2936,2019-04-05,152,2936,105,1,105,Office Chair,$55.99,$55.99,"2019-04",April 
132,Wesley Daughtery,"04910 Valley Edge Court",Rochester,New York ,"14646",2937,2019-06-05,132,2937,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-06",June 
261,Ginny Blandamore,"940 Surrey Hill",Staten Island,NY ,"10310",2938,2019-04-04,261,2938,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-04",April 
400,Horatio Magenny,"9 Forest Dale Park",Dallas,TX ,"75342",2939,2019-09-16,400,2939,107,4,107,Dove deodorant,$3.99,$15.96,"2019-09",September
85,Lacie Keddle,"09472 Lakeland Park",Washington,DC ,"20575",2940,2019-12-06,85,2940,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-12",December 
55,Field Freathy,"911 Daystar Point",Corona,CA ,"92883",2941,2020-02-10,55,2941,106,3,106,Great value Juice,$1.99,$5.97,"2020-02",February 
22,Hailee Claye,"06 Calypso Terrace",Athens,GA ,"30605",2942,2020-01-05,22,2942,108,1,108,Printer,$59.99,$59.99,"2020-01",January 
322,Aidan Gorstidge,"7259 Farragut Trail",Salt Lake City,UT ,"84115",2943,2019-05-18,322,2943,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-05",May 
281,Tedda Rake,"69612 Crest Line Way",Shreveport,LA ,"71161",2944,2019-06-09,281,2944,109,2,109,Samsung Galaxy Note 10,$749.99,"$1,499.98","2019-06",June 
362,Philip Gowenlock,"6 Autumn Leaf Place",New York City,NY ,"10039",2945,2019-05-05,362,2945,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-05",May 
320,Anastasie Hussey,"14 Maple Wood Drive",Cleveland,OH ,"44111",2946,2019-06-20,320,2946,109,2,109,Samsung Galaxy Note 10,$749.99,"$1,499.98","2019-06",June 
107,Rivi Kyndred,"4 Knutson Pass",New York City,NewYork ,"10045",2947,2019-05-03,107,2947,106,1,106,Great value Juice,$1.99,$1.99,"2019-05",May 
134,Ekaterina Duthie,"15730 6th Lane",Fort Worth,TX ,"76115",2948,2019-07-18,134,2948,108,1,108,Printer,$59.99,$59.99,"2019-07",July 
245,Ragnar Fierman,"1214 Stoughton Road",Bronx,NY ,"10459",2949,2019-04-06,245,2949,104,1,104,Desk,$85.98,$85.98,"2019-04",April 
61,Erich Pittendreigh,"74962 Clemons Lane",Odessa,TX ,"79764",2950,2019-11-03,61,2950,102,1,102,Apple Laptop,$988.72,$988.72,"2019-11",November 
158,Skipton Grevel,"0 Fordem Terrace",Sacramento,CA ,"94245",2951,2019-06-05,158,2951,103,2,103,Apple iPhone X,$694.97,"$1,389.94","2019-06",June 
110,Heinrick Wein,"489 Kinsman Point",Corpus Christi,TX ,"78410",2952,2019-06-08,110,2952,106,8,106,Great value Juice,$1.99,$15.92,"2019-06",June 
147,Allys Caldaro,"47 Emmet Drive",El Paso,TX ,"79945",2953,2019-09-03,147,2953,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-09",September
75,Christabella Orable,"2412 Pepper Wood Circle",Virginia Beach,VA ,"23464",2954,2019-09-12,75,2954,106,3,106,Great value Juice,$1.99,$5.97,"2019-09",September
245,Ragnar Fierman,"1214 Stoughton Road",Bronx,NY ,"10459",2955,2019-12-06,245,2955,102,1,102,Apple Laptop,$988.72,$988.72,"2019-12",December 
84,Oby Treppas,"8 Ohio Alley",New York City,NY ,"10105",2956,2019-04-08,84,2956,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-04",April 
337,Nev Farraway,"93418 Colorado Trail",Naperville,IL ,"60567",2957,2019-04-16,337,2957,107,6,107,Dove deodorant,$3.99,$23.94,"2019-04",April 
73,Land Emerton,"7 Fairview Point",Knoxville,TN ,"37924",2958,2019-06-04,73,2958,104,1,104,Desk,$85.98,$85.98,"2019-06",June 
14,Don McIlheran,"2253 Oxford Trail",Harrisburg,PA ,"17140",2959,2019-08-05,14,2959,107,5,107,Dove deodorant,$3.99,$19.95,"2019-08",August  
231,Maren Riccelli,"43 Upham Plaza",North Port,FL ,"34290",2960,2019-05-22,231,2960,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-05",May 
89,Noll Forrington,"4 Gina Court",Omaha,NE ,"68117",2961,2019-03-16,89,2961,104,3,104,Desk,$85.98,$257.94,"2019-03",March 
369,Jeanine Lugard,"8985 Roth Crossing",New Orleans,LA ,"70174",2962,2020-02-04,369,2962,110,1,110,Apple iPad Mini,$329.99,$329.99,"2020-02",February 
156,Lane Fochs,"035 Orin Trail",Naples,FL ,"34114",2963,2020-02-16,156,2963,109,2,109,Samsung Galaxy Note 10,$749.99,"$1,499.98","2020-02",February 
194,Bettine Lemery,"73 Bultman Lane",Brooklyn,NY ,"11231",2964,2019-09-08,194,2964,108,1,108,Printer,$59.99,$59.99,"2019-09",September
376,Dov Wilkisson,"33 Gina Lane",Portland,OR ,"97201",2965,2019-09-04,376,2965,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-09",September
248,Maureen Bleddon,"967 Carberry Center",Nashville,TN ,"37240",2966,2019-12-22,248,2966,107,2,107,Dove deodorant,$3.99,$7.98,"2019-12",December 
119,Linnie Snazel,"256 Basil Avenue",Lubbock,TX ,"79452",2967,2019-07-17,119,2967,102,1,102,Apple Laptop,$988.72,$988.72,"2019-07",July 
270,Pennie Moncreiff,"259 Sommers Circle",Houston,TX ,"77276",2968,2019-10-22,270,2968,102,1,102,Apple Laptop,$988.72,$988.72,"2019-10",October 
171,Eimile Saffill,"627 Mesta Lane",Rochester,NewYork ,"14683",2969,2019-10-04,171,2969,106,1,106,Great value Juice,$1.99,$1.99,"2019-10",October 
164,Celie Farloe,"7632 Fairview Street",Charlotte,NC ,"28230",2970,2020-02-15,164,2970,103,1,103,Apple iPhone X,$694.97,$694.97,"2020-02",February 
21,Corinne Rummin,"3386 Mesta Junction",Lawrenceville,GA ,"30245",2971,2019-05-21,21,2971,108,2,108,Printer,$59.99,$119.98,"2019-05",May 
272,Cary Housecroft,"00576 Loftsgordon Terrace",Miami,FL ,"33147",2972,2019-03-17,272,2972,107,2,107,Dove deodorant,$3.99,$7.98,"2019-03",March 
226,Alvira Domanek,"99 Northfield Circle",Woburn,MA ,"01813",2973,2019-07-02,226,2973,106,3,106,Great value Juice,$1.99,$5.97,"2019-07",July 
181,Vail Elster,"95 Orin Place",Oceanside,CA ,"92056",2974,2019-06-23,181,2974,108,1,108,Printer,$59.99,$59.99,"2019-06",June 
301,Ginelle Doubrava,"8582 Portage Parkway",Richmond,CA ,"94807",2975,2019-10-23,301,2975,105,2,105,Office Chair,$55.99,$111.98,"2019-10",October 
168,Lindi Harlin,"0 Schlimgen Crossing",New York City,NY ,"10060",2976,2019-10-19,168,2976,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-10",October 
91,Khalil D'eathe,"5966 Dakota Drive",Peoria,IL ,"61640",2977,2019-09-22,91,2977,107,7,107,Dove deodorant,$3.99,$27.93,"2019-09",September
309,Crysta Cabell,"65932 Corben Alley",New York City,NY ,"10170",2978,2019-10-26,309,2978,102,1,102,Apple Laptop,$988.72,$988.72,"2019-10",October 
390,Page Heatlie,"863 Rutledge Crossing",Sacramento,CA ,"94237",2979,2019-09-17,390,2979,105,2,105,Office Chair,$55.99,$111.98,"2019-09",September
378,Cos Heimes,"2 Express Terrace",Sacramento,CA ,"94230",2980,2019-06-20,378,2980,107,7,107,Dove deodorant,$3.99,$27.93,"2019-06",June 
167,Ninon McElory,"22 Oak Valley Road",Grand Forks,ND ,"58207",2981,2019-12-02,167,2981,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-12",December 
397,Kikelia Rousell,"1 Mallory Circle",Philadelphia,PA ,"19125",2982,2019-12-30,397,2982,102,1,102,Apple Laptop,$988.72,$988.72,"2019-12",December 
373,Letizia Bogges,"96330 Iowa Drive",Atlanta,GA ,"30336",2983,2019-12-17,373,2983,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-12",December 
279,Florella Heball,"0961 Homewood Center",Levittown,PA ,"19058",2984,2019-12-16,279,2984,106,7,106,Great value Juice,$1.99,$13.93,"2019-12",December 
205,Gratiana Wasiela,"536 3rd Place",Salt Lake City,UT ,"84199",2985,2020-02-12,205,2985,107,6,107,Dove deodorant,$3.99,$23.94,"2020-02",February 
179,Louis Muneely,"6 Menomonie Lane",Baltimore,MD ,"21265",2986,2019-02-20,179,2986,105,2,105,Office Chair,$55.99,$111.98,"2019-02",February 
360,Kerr Cleaton,"310 Meadow Ridge Place",New York City,NY ,"10175",2987,2019-10-29,360,2987,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-10",October 
28,Elisabetta Kittless,"78 Forest Dale Trail",Honolulu,HI ,"96815",2988,2019-03-18,28,2988,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-03",March 
82,Sabina Stockow,"7466 Nelson Alley",Milwaukee,WI ,"53210",2989,2019-06-11,82,2989,108,1,108,Printer,$59.99,$59.99,"2019-06",June 
177,Christalle Ruslin,"2190 Hoepker Street",Milwaukee,WI ,"53285",2990,2019-06-26,177,2990,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-06",June 
66,Mahmud Downes,"43 Warrior Crossing",Everett,WA ,"98206",2991,2020-01-04,66,2991,106,3,106,Great value Juice,$1.99,$5.97,"2020-01",January 
192,Adiana Veld,"5 Ramsey Avenue",Washington,DC ,"20244",2992,2019-04-26,192,2992,102,1,102,Apple Laptop,$988.72,$988.72,"2019-04",April 
19,Rania Kyne,"4 Birchwood Avenue",New York City,NewYork ,"10175",2993,2019-03-06,19,2993,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-03",March 
199,Mariam Caston,"55 Mccormick Plaza",Washington,DC ,"20319",2994,2019-11-17,199,2994,102,1,102,Apple Laptop,$988.72,$988.72,"2019-11",November 
33,Larisa Lazer,"36 Rockefeller Plaza",Pasadena,CA ,"91125",2995,2019-04-15,33,2995,106,4,106,Great value Juice,$1.99,$7.96,"2019-04",April 
266,Damita Savil,"0686 Debs Court",San Mateo,CA ,"94405",2996,2019-08-17,266,2996,108,1,108,Printer,$59.99,$59.99,"2019-08",August  
256,Hurlee Newby,"52 Waxwing Park",Nashville,TN ,"37228",2997,2019-10-23,256,2997,105,2,105,Office Chair,$55.99,$111.98,"2019-10",October 
8,Bobbye Caveill,"745 Sugar Avenue",Denver,CO ,"80249",2998,2019-11-08,8,2998,107,9,107,Dove deodorant,$3.99,$35.91,"2019-11",November 
113,Jamesy Brothwood,"0693 Evergreen Pass",Scranton,PA ,"18514",2999,2019-12-26,113,2999,104,1,104,Desk,$85.98,$85.98,"2019-12",December 
267,Arvie Baxstare,"08 Loeprich Court",Reno,NV ,"89550",3000,2019-09-17,267,3000,102,1,102,Apple Laptop,$988.72,$988.72,"2019-09",September
64,Egon Croan,"03454 West Avenue",El Paso,TX ,"79934",3001,2019-12-30,64,3001,107,8,107,Dove deodorant,$3.99,$31.92,"2019-12",December 
287,Ariadne Tough,"23 Sherman Way",El Paso,TX ,"79911",3002,2019-03-26,287,3002,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-03",March 
372,Eliot Lampart,"0 Lighthouse Bay Avenue",Atlanta,GA ,"30301",3003,2020-01-15,372,3003,102,1,102,Apple Laptop,$988.72,$988.72,"2020-01",January 
208,Nalani Curedale,"4 East Junction",Cincinnati,OH ,"45203",3004,2019-10-15,208,3004,105,2,105,Office Chair,$55.99,$111.98,"2019-10",October 
33,Larisa Lazer,"36 Rockefeller Plaza",Pasadena,CA ,"91125",3005,2019-11-21,33,3005,105,2,105,Office Chair,$55.99,$111.98,"2019-11",November 
275,Ariel Leckenby,"58606 Del Mar Way",Cheyenne,WY ,"82007",3006,2019-04-13,275,3006,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-04",April 
90,Jacky Aherne,"62691 Ridgeview Trail",Maple Plain,MN ,"55572",3007,2020-01-29,90,3007,103,2,103,Apple iPhone X,$694.97,"$1,389.94","2020-01",January 
307,Thayne Kapelhof,"20793 8th Alley",Saint Paul,MN ,"55146",3008,2019-08-09,307,3008,103,2,103,Apple iPhone X,$694.97,"$1,389.94","2019-08",August  
54,Gordon Fairnington,"5940 Shopko Center",Las Vegas,NV ,"89130",3009,2019-04-04,54,3009,106,2,106,Great value Juice,$1.99,$3.98,"2019-04",April 
53,Rosana Poole,"17 Jenna Lane",Syracuse,NY ,"13224",3010,2019-08-10,53,3010,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-08",August  
17,Carr Giacopazzi,"9 Old Gate Park",San Antonio,TX ,"78235",3011,2019-05-14,17,3011,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-05",May 
220,Alvis Nollet,"53 South Point",Hialeah,FL ,"33018",3012,2019-07-27,220,3012,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-07",July 
194,Bettine Lemery,"73 Bultman Lane",Brooklyn,NY ,"11231",3013,2019-03-02,194,3013,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-03",March 
10,Bethanne Prestland,"1014 Susan Alley",Columbus,OH ,"43284",3014,2020-01-15,10,3014,105,2,105,Office Chair,$55.99,$111.98,"2020-01",January 
227,Steffie Dunkerton,"57 Elmside Terrace",Saint Louis,MO ,"63143",3015,2019-10-22,227,3015,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-10",October 
1,Allistir Rickett,"21979 Crescent Oaks Parkway",Fort Worth,TX ,"76198",3016,2019-09-18,1,3016,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-09",September
131,Raddie Pawlicki,"8 Calypso Point",Pueblo,CO ,"81005",3017,2019-08-29,131,3017,102,1,102,Apple Laptop,$988.72,$988.72,"2019-08",August  
314,Luelle Bancroft,"9 Shopko Plaza",Salt Lake City,UT ,"84130",3018,2020-01-26,314,3018,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2020-01",January 
231,Maren Riccelli,"43 Upham Plaza",North Port,FL ,"34290",3019,2019-04-19,231,3019,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-04",April 
68,Eadmund Lancashire,"739 Rusk Trail",New Castle,PA ,"16107",3020,2019-07-17,68,3020,108,1,108,Printer,$59.99,$59.99,"2019-07",July 
32,Cary Wellan,"07 Becker Junction",Mobile,AL ,"36616",3021,2019-12-21,32,3021,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-12",December 
126,Rosalyn Aymeric,"55 Heath Park",Topeka,KS ,"66699",3022,2019-05-13,126,3022,104,1,104,Desk,$85.98,$85.98,"2019-05",May 
23,Darbie McGonigle,"112 Vidon Road",Memphis,TN ,"38143",3023,2019-10-27,23,3023,104,2,104,Desk,$85.98,$171.96,"2019-10",October 
252,Avram Smurthwaite,"5 Bonner Park",Dallas,TX ,"75265",3024,2019-11-30,252,3024,108,1,108,Printer,$59.99,$59.99,"2019-11",November 
368,Lian Raft,"15237 Waubesa Way",Kansas City,MO ,"64136",3025,2019-04-25,368,3025,107,4,107,Dove deodorant,$3.99,$15.96,"2019-04",April 
384,Wanda Dionisetto,"0056 Kropf Road",Brooklyn,New York ,"11205",3026,2019-12-07,384,3026,106,5,106,Great value Juice,$1.99,$9.95,"2019-12",December 
78,Jonas Popplestone,"0608 Marquette Lane",Little Rock,AR ,"72231",3027,2019-09-18,78,3027,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-09",September
78,Jonas Popplestone,"0608 Marquette Lane",Little Rock,AR ,"72231",3028,2019-10-02,78,3028,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-10",October 
68,Eadmund Lancashire,"739 Rusk Trail",New Castle,PA ,"16107",3029,2019-04-12,68,3029,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-04",April 
61,Erich Pittendreigh,"74962 Clemons Lane",Odessa,TX ,"79764",3030,2019-07-01,61,3030,108,1,108,Printer,$59.99,$59.99,"2019-07",July 
343,Misha Sarchwell,"65685 Maryland Alley",Kansas City,MO ,"64114",3031,2019-09-07,343,3031,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-09",September
236,Virge Noble,"76 Kipling Junction",Miami,FL ,"33129",3032,2019-04-14,236,3032,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-04",April 
202,Frankie Dogg,"651 Oakridge Circle",Fort Worth,TX ,"76121",3033,2019-08-25,202,3033,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-08",August  
181,Vail Elster,"95 Orin Place",Oceanside,CA ,"92056",3034,2019-12-26,181,3034,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-12",December 
32,Cary Wellan,"07 Becker Junction",Mobile,AL ,"36616",3035,2020-02-03,32,3035,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2020-02",February 
196,Ches Phizaclea,"12 Myrtle Court",Charlotte,NC ,"28284",3036,2019-04-10,196,3036,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-04",April 
10,Bethanne Prestland,"1014 Susan Alley",Columbus,OH ,"43284",3037,2020-02-17,10,3037,105,1,105,Office Chair,$55.99,$55.99,"2020-02",February 
103,Georgie Thurston,"67 Green Ridge Plaza",Wichita,KS ,"67215",3038,2019-05-04,103,3038,106,7,106,Great value Juice,$1.99,$13.93,"2019-05",May 
45,Willetta Lumley,"41 Ridgeway Alley",Irvine,CA ,"92612",3039,2019-12-07,45,3039,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-12",December 
363,Waylin Skowcraft,"39 Farmco Avenue",Des Moines,IA ,"50393",3040,2019-10-17,363,3040,110,1,110,Apple iPad Mini,$329.99,$329.99,"2019-10",October 
373,Letizia Bogges,"96330 Iowa Drive",Atlanta,GA ,"30336",3041,2019-05-09,373,3041,109,2,109,Samsung Galaxy Note 10,$749.99,"$1,499.98","2019-05",May 
23,Darbie McGonigle,"112 Vidon Road",Memphis,TN ,"38143",3042,2019-07-30,23,3042,104,1,104,Desk,$85.98,$85.98,"2019-07",July 
348,Natividad Gowenlock,"67618 Kedzie Junction",Simi Valley,CA ,"93094",3043,2019-03-14,348,3043,106,8,106,Great value Juice,$1.99,$15.92,"2019-03",March 
221,Stanislaus Rudderham,"111 Everett Trail",Portland,OR ,"97221",3044,2020-02-07,221,3044,107,7,107,Dove deodorant,$3.99,$27.93,"2020-02",February 
361,Jermain Derkes,"2421 Twin Pines Road",Pensacola,FL ,"32526",3045,2019-10-19,361,3045,105,1,105,Office Chair,$55.99,$55.99,"2019-10",October 
306,Charline Orehead,"4966 Harper Circle",Wilmington,DE ,"19810",3046,2019-05-05,306,3046,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-05",May 
396,Granger O'Gready,"02605 Straubel Way",Kalamazoo,MI ,"49048",3047,2019-12-31,396,3047,102,1,102,Apple Laptop,$988.72,$988.72,"2019-12",December 
384,Wanda Dionisetto,"0056 Kropf Road",Brooklyn,New York ,"11205",3048,2019-12-23,384,3048,106,1,106,Great value Juice,$1.99,$1.99,"2019-12",December 
203,Leisha Murtimer,"034 Fuller Parkway",Naples,FL ,"33963",3049,2019-12-02,203,3049,108,1,108,Printer,$59.99,$59.99,"2019-12",December 
149,Traci Tommasi,"2 Dakota Alley",Kansas City,MO ,"64125",3050,2020-01-27,149,3050,107,9,107,Dove deodorant,$3.99,$35.91,"2020-01",January 
282,Karissa Culbard,"93969 Pierstorff Trail",San Antonio,TX ,"78255",3051,2019-06-01,282,3051,106,5,106,Great value Juice,$1.99,$9.95,"2019-06",June 
291,Jeanie Wells,"3 Sutteridge Trail",Washington,DC ,"20425",3052,2019-03-05,291,3052,109,2,109,Samsung Galaxy Note 10,$749.99,"$1,499.98","2019-03",March 
380,Anson Mancer,"0 Starling Road",Olympia,WA ,"98506",3053,2019-09-19,380,3053,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-09",September
260,Merry Bacop,"57 Bartelt Trail",Bridgeport,CT ,"06673",3054,2019-11-24,260,3054,105,1,105,Office Chair,$55.99,$55.99,"2019-11",November 
257,Mommy Deveral,"8538 Pierstorff Drive",Washington,DC ,"20260",3055,2020-01-08,257,3055,103,1,103,Apple iPhone X,$694.97,$694.97,"2020-01",January 
324,Madge Roux,"0 Fulton Parkway",Irvine,CA ,"92710",3056,2019-12-10,324,3056,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-12",December 
13,Pierson Dibben,"3 Bluejay Crossing",El Paso,TX ,"88535",3057,2019-11-28,13,3057,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-11",November 
336,Pearla Baxill,"56 Fisk Trail",Washington,DC ,"20530",3058,2019-09-25,336,3058,108,1,108,Printer,$59.99,$59.99,"2019-09",September
368,Lian Raft,"15237 Waubesa Way",Kansas City,MO ,"64136",3059,2019-10-25,368,3059,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-10",October 
46,Sherrie Garmons,"4495 Lakewood Trail",Saint Joseph,MO ,"64504",3060,2019-08-01,46,3060,101,1,101,Dell E5470 Laptop,$485.00,$485.00,"2019-08",August  
366,Sly Fochs,"1 Farmco Place",Jamaica,NY ,"11470",3061,2019-12-09,366,3061,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-12",December 
248,Maureen Bleddon,"967 Carberry Center",Nashville,TN ,"37240",3062,2019-12-05,248,3062,102,1,102,Apple Laptop,$988.72,$988.72,"2019-12",December 
338,Oralia Wedlock,"2649 Westport Circle",Toledo,OH ,"43699",3063,2019-08-22,338,3063,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-08",August  
83,Saxe Southam,"6 Pankratz Drive",Baton Rouge,LA ,"70805",3064,2019-09-27,83,3064,103,1,103,Apple iPhone X,$694.97,$694.97,"2019-09",September
163,Buddie Lewsey,"81 Cascade Circle",Mesquite,TX ,"75185",3065,2019-06-13,163,3065,108,1,108,Printer,$59.99,$59.99,"2019-06",June 
296,Garth Blanshard,"4065 Ilene Junction",Springfield,IL ,"62711",3066,2019-09-23,296,3066,104,3,104,Desk,$85.98,$257.94,"2019-09",September
254,Jorge Brookes,"3 Graedel Plaza",Peoria,IL ,"61614",3067,2019-03-12,254,3067,104,1,104,Desk,$85.98,$85.98,"2019-03",March 
200,Felita Solan,"29 Express Point",Denver,CO ,"80223",3068,2019-09-08,200,3068,109,1,109,Samsung Galaxy Note 10,$749.99,$749.99,"2019-09",September
388,Randene Fairbrace,"0 7th Pass",Wichita Falls,TX ,"76310",3069,2019-09-01,388,3069,105,1,105,Office Chair,$55.99,$55.99,"2019-09",September
